idgasto_tipo#fecha_creado#creado_por#nombre#activo#maquina
2#2022-07-28 11:46:56.726#digno#ALQUILER#t#CAJA3
3#2022-07-28 11:47:16.022#digno#LIMPIEZA#t#CAJA3
1#2022-07-28 11:48:05.414#digno#SIN-DATO#f#CAJA3
4#2022-09-18 23:50:33.789#PEDRO PABLO #INSUMO OFICINA#t#CAJA3
5#2022-10-17 13:10:17.846#JULIO#FERRETERIA#t#CAJA3
6#2022-10-25 14:21:02.423#NILDA ESCOBAR #COMISARIA#t#CAJA3
7#2022-10-29 13:03:19.229#ELIAS GONZALES#REPAROS#t#CAJA3
9#2022-11-01 17:25:09.104#ELIAS GONZALES#HORIZONTE. P.BASURA  #t#CAJA3
10#2022-11-03 10:47:15.658#JULIO#RETIRO DE DINERO#t#CAJA3
11#2022-11-04 13:44:25.393#JULIO#RETIRO DE DINERO#t#CAJA3
8#2022-11-04 13:48:18.445#JULIO#TAXI#t#CAJA3
13#2022-11-05 21:46:39.836#ELIAS GONZALES#MERIENDA#t#CAJA3
14#2022-11-05 21:47:41.627#ELIAS GONZALES#RADIO#t#CAJA3
16#2022-11-10 13:52:33.473#NILDA ESCOBAR #COMBUSTIBLE#t#CAJA3
17#2022-11-14 10:36:37.352#ELIAS GONZALES#AGUA 20LTS#t#CAJA3
18#2022-11-16 13:31:02.489#ELIAS GONZALES#LAVASO DE FURGON#t#CAJA3
19#2022-11-17 16:10:13.968#NILDA ESCOBAR #APA#t#CAJA3
20#2022-11-23 20:58:07.127#ELIAS GONZALES#OTRS GASTOSO#t#CAJA3
12#2022-11-24 05:51:22.697#OSMAR YRIGOYEN#TAXI#t#CAJA3
21#2022-11-26 11:11:59.166#NILDA ESCOBAR #BOMBEROS#t#CAJA3
22#2022-12-10 13:28:30.776#NILDA ESCOBAR #MANTENIMIENTO MOTO CARRO#t#CAJA3
23#2022-12-10 13:31:34.752#NILDA ESCOBAR #VALE FUNCIONARIO#t#CAJA3
15#2022-12-18 05:37:39.454#OSMAR YRIGOYEN#REFUERZO#t#CAJA3
24#2023-03-13 21:27:05.172#JULIO#SANTA ELENA#t#CAJA3
25#2023-07-01 12:31:22.739#JULIO#DELYVERY#t#CAJA3
26#2023-09-25 12:01:31.311#NILDA ESCOBAR #ENCOMIENDA#t#CAJA3
