idgasto_tipo#fecha_creado#creado_por#nombre#activo#maquina
2#2022-07-28 11:46:56.726#digno#ALQUILER#t#PC2
3#2022-07-28 11:47:16.022#digno#LIMPIEZA#t#PC2
1#2022-07-28 11:48:05.414#digno#SIN-DATO#f#PC2
4#2022-09-18 23:50:33.789#PEDRO PABLO #INSUMO OFICINA#t#PC2
5#2022-10-17 13:10:17.846#JULIO#FERRETERIA#t#PC2
6#2022-10-25 14:21:02.423#NILDA ESCOBAR #COMISARIA#t#PC2
7#2022-10-29 13:03:19.229#ELIAS GONZALES#REPAROS#t#PC2
9#2022-11-01 17:25:09.104#ELIAS GONZALES#HORIZONTE. P.BASURA  #t#PC2
10#2022-11-03 10:47:15.658#JULIO#RETIRO DE DINERO#t#PC2
11#2022-11-04 13:44:25.393#JULIO#RETIRO DE DINERO#t#PC2
8#2022-11-04 13:48:18.445#JULIO#TAXI#t#PC2
13#2022-11-05 21:46:39.836#ELIAS GONZALES#MERIENDA#t#PC2
14#2022-11-05 21:47:41.627#ELIAS GONZALES#RADIO#t#PC2
16#2022-11-10 13:52:33.473#NILDA ESCOBAR #COMBUSTIBLE#t#PC2
17#2022-11-14 10:36:37.352#ELIAS GONZALES#AGUA 20LTS#t#PC2
18#2022-11-16 13:31:02.489#ELIAS GONZALES#LAVASO DE FURGON#t#PC2
19#2022-11-17 16:10:13.968#NILDA ESCOBAR #APA#t#PC2
12#2022-11-24 05:51:22.697#OSMAR YRIGOYEN#TAXI#t#PC2
21#2022-11-26 11:11:59.166#NILDA ESCOBAR #BOMBEROS#t#PC2
22#2022-12-10 13:28:30.776#NILDA ESCOBAR #MANTENIMIENTO MOTO CARRO#t#PC2
23#2022-12-10 13:31:34.752#NILDA ESCOBAR #VALE FUNCIONARIO#t#PC2
15#2022-12-18 05:37:39.454#OSMAR YRIGOYEN#REFUERZO#t#PC2
24#2023-04-05 20:00:01.019#CARLOS#SISCOTIC SISTEMA#t#PC2
20#2023-04-08 05:44:19.216#JUAN#OTRS GASTOS#t#PC2
